,tweet_id,favorites,retweets
700,784826020293709826,11072,3614
701,784517518371221505,9785,2852
702,784431430411685888,6201,1438
703,784183165795655680,21940,9072
704,784057939640352768,32602,12545
705,783839966405230592,32784,12147
706,783821107061198850,8014,2209
707,783695101801398276,11368,3612
708,783466772167098368,9223,2531
709,783391753726550016,18410,6198
710,783347506784731136,0,6305
711,783334639985389568,31851,13162
712,783085703974514689,8864,2489
713,782969140009107456,26298,8258
714,782747134529531904,8119,1566
715,782722598790725632,18792,6041
716,782598640137187329,8477,2109
717,782305867769217024,18146,6241
718,782021823840026624,0,7002
719,781955203444699136,12081,3774
720,781661882474196992,11372,3041
721,781655249211752448,4362,1255
722,781524693396357120,22587,6205
723,781308096455073793,7769,2859
724,781251288990355457,9188,2357
725,781163403222056960,10628,3052
726,780931614150983680,23553,8240
727,780858289093574656,7821,2234
728,780800785462489090,6007,1456
729,780601303617732608,13157,3730
730,780543529827336192,6853,1947
731,780496263422808064,0,4169
732,780476555013349377,0,132
733,780459368902959104,5748,1190
734,780192070812196864,9477,2513
735,780092040432480260,0,2578
736,780074436359819264,13337,5601
737,779834332596887552,20702,7940
738,779377524342161408,9601,3490
739,779124354206535695,0,20611
740,779123168116150273,12835,4086
741,779056095788752897,16099,5075
742,778990705243029504,21779,8168
743,778774459159379968,0,11160
744,778764940568104960,933,409
745,778748913645780993,7504,1495
746,778650543019483137,6278,1676
747,778624900596654080,5058,1134
748,778408200802557953,14817,4874
749,778396591732486144,0,13712
750,778383385161035776,6352,1228
751,778286810187399168,11274,3703
752,778039087836069888,9204,2957
753,778027034220126208,7133,1817
754,777953400541634568,0,3940
755,777885040357281792,6904,1837
756,777684233540206592,12210,3291
757,777641927919427584,0,4771
758,777621514455814149,9519,2792
759,777189768882946048,15545,4833
760,776819012571455488,0,15337
761,776813020089548800,5307,1353
762,776477788987613185,9628,3139
763,776249906839351296,0,10254
764,776218204058357768,32592,17851
765,776201521193218049,10417,2816
766,776113305656188928,12750,4872
767,776088319444877312,1994,171
768,775898661951791106,0,17296
769,775842724423557120,12722,3000
770,775733305207554048,15029,4480
771,775729183532220416,14021,5119
772,775364825476165632,8070,3341
773,775350846108426240,11018,4383
774,775085132600442880,16884,5286
775,774757898236878852,9260,1973
776,774639387460112384,7288,1946
777,774314403806253056,23618,6239
778,773985732834758656,11653,4343
779,773922284943896577,6934,1929
780,773704687002451968,7147,1829
781,773670353721753600,5772,1447
782,773547596996571136,23926,6889
783,773336787167145985,0,5698
784,773308824254029826,25187,8334
785,773247561583001600,10179,3580
786,773191612633579521,10832,4589
787,772877495989305348,9317,4334
788,772826264096874500,8652,2593
789,772615324260794368,0,3757
790,772581559778025472,7016,1890
791,772193107915964416,6513,1545
792,772152991789019136,4094,1256
793,772117678702071809,4063,815
794,772114945936949249,2935,525
795,772102971039580160,4344,1032
796,771908950375665664,7118,2114
797,771770456517009408,13020,3789
798,771500966810099713,8956,2918
799,771380798096281600,11415,5698
800,771171053431250945,0,8421
801,771136648247640064,9964,3254
802,771102124360998913,6736,1601
803,771014301343748096,7450,1839
804,771004394259247104,0,246
805,770787852854652928,5370,1366
806,770772759874076672,5620,1574
807,770743923962707968,0,50753
808,770655142660169732,7936,1942
809,770414278348247044,6808,2296
810,770293558247038976,6751,1659
811,770093767776997377,0,3389
812,770069151037685760,8201,2566
813,769940425801170949,34079,10750
814,769695466921623552,6922,1856
815,769335591808995329,0,8549
816,769212283578875904,5842,1911
817,768970937022709760,15605,7286
818,768909767477751808,0,3013
819,768855141948723200,4545,994
820,768609597686943744,4463,1343
821,768596291618299904,5443,1418
822,768554158521745409,0,6488
823,768473857036525572,14721,3814
824,768193404517830656,11818,3940
825,767884188863397888,5143,1567
826,767754930266464257,17353,6008
827,767500508068192258,8090,2597
828,767191397493538821,13294,4252
829,767122157629476866,10938,3173
830,766864461642756096,0,6302
831,766793450729734144,5500,1516
832,766714921925144576,2804,427
833,766693177336135680,4364,877
834,766423258543644672,6516,1769
835,766313316352462849,7331,2100
836,766078092750233600,0,2884
837,766069199026450432,4631,970
838,766008592277377025,4043,551
839,765719909049503744,7814,2393
840,765669560888528897,5612,1358
841,765395769549590528,28484,3764
842,765371061932261376,7657,2390
843,765222098633691136,12567,3757
844,764857477905154048,6932,1962
845,764259802650378240,6545,1692
846,763956972077010945,796,59
847,763837565564780549,13657,4650
848,763183847194451968,5861,1650
849,763167063695355904,0,3360
850,763103485927849985,7955,2526
851,762699858130116608,13175,4027
852,762471784394268675,12202,7243
853,762464539388485633,11197,4679
854,762316489655476224,5219,1251
855,762035686371364864,34575,17336
856,761976711479193600,5847,2237
857,761750502866649088,0,4386
858,761745352076779520,4603,950
859,761672994376806400,53525,32259
860,761599872357261312,4463,1302
861,761371037149827077,0,19874
862,761334018830917632,5636,1607
863,761292947749015552,4829,1224
864,761227390836215808,5754,1714
865,761004547850530816,12177,3837
866,760893934457552897,4123,1075
867,760656994973933572,7133,2133
868,760641137271070720,5349,1434
869,760539183865880579,8193,4024
870,760521673607086080,4567,1549
871,760290219849637889,28919,12731
872,760252756032651264,4254,956
873,760190180481531904,6156,2009
874,760153949710192640,0,37
875,759943073749200896,6414,2317
876,759923798737051648,15862,6302
877,759846353224826880,7252,2201
878,759793422261743616,6441,2118
879,759566828574212096,0,23472
880,759557299618865152,5075,1303
881,759447681597108224,9189,2727
882,759446261539934208,1805,544
883,759197388317847553,6544,2151
884,759159934323924993,0,1300
885,759099523532779520,15685,4645
886,759047813560868866,7037,2235
887,758854675097526272,3829,990
888,758828659922702336,12057,4237
889,758740312047005698,6168,1769
890,758474966123810816,4118,1096
891,758467244762497024,5176,2465
892,758405701903519748,5605,2126
893,758355060040593408,3699,1199
894,758099635764359168,20740,11160
895,758041019896193024,2929,416
896,757741869644341248,7425,3595
897,757729163776290825,0,8987
898,757725642876129280,4888,1351
899,757611664640446465,4904,1238
900,757597904299253760,0,322
901,757596066325864448,4688,1173
902,757400162377592832,16359,7555
903,757393109802180609,6294,1929
904,757354760399941633,4868,1575
905,756998049151549440,6746,2203
906,756939218950160384,7170,2221
907,756651752796094464,5474,1462
908,756526248105566208,11234,4003
909,756303284449767430,4259,1196
910,756288534030475264,45886,19345
911,756275833623502848,6944,1697
912,755955933503782912,7910,3190
913,755206590534418437,17745,5950
914,755110668769038337,22884,12253
915,754874841593970688,0,8876
916,754856583969079297,7405,2786
917,754747087846248448,2777,577
918,754482103782404096,5711,2151
919,754449512966619136,4041,816
920,754120377874386944,8446,2579
921,754011816964026368,9492,3978
922,753655901052166144,6303,2414
923,753420520834629632,8527,3947
924,753398408988139520,6237,2116
925,753375668877008896,8204,2578
926,753298634498793472,0,6391
927,753294487569522689,3675,1153
928,753039830821511168,40013,23155
929,753026973505581056,4193,1077
930,752932432744185856,13613,7537
931,752917284578922496,7412,1735
932,752701944171524096,0,3186
933,752682090207055872,6475,1782
934,752660715232722944,4750,1742
935,752568224206688256,5985,2524
936,752519690950500352,7947,3795
937,752334515931054080,4115,1218
938,752309394570878976,0,18426
939,752173152931807232,6416,2042
940,751950017322246144,3319,1026
941,751937170840121344,5619,1484
942,751830394383790080,6248,2162
943,751793661361422336,6322,3229
944,751598357617971201,8505,3343
945,751583847268179968,4750,1232
946,751538714308972544,5421,1401
947,751456908746354688,3447,1097
948,751251247299190784,13476,6486
949,751205363882532864,6787,2020
950,751132876104687617,5481,1439
951,750868782890057730,5161,1536
952,750719632563142656,14230,5578
953,750506206503038976,4797,1269
954,750429297815552001,14190,4771
955,750383411068534784,4877,1256
956,750381685133418496,737,35
957,750147208377409536,3329,1067
958,750132105863102464,3905,1397
959,750117059602808832,4643,1431
960,750101899009982464,3273,930
961,750086836815486976,2335,600
962,750071704093859840,8437,3686
963,750056684286914561,3368,981
964,750041628174217216,3417,684
965,750026558547456000,2919,871
966,750011400160841729,3486,1004
967,749996283729883136,3253,888
968,749981277374128128,5501,2704
969,749774190421639168,5002,1444
970,749417653287129088,6561,1841
971,749403093750648834,2820,602
972,749395845976588288,9248,3818
973,749317047558017024,5900,2443
974,749075273010798592,6193,2286
975,749064354620928000,5145,1668
976,749036806121881602,3330,860
977,748977405889503236,11541,3756
978,748932637671223296,6289,2480
979,748705597323898880,2970,1040
980,748699167502000129,5091,1763
981,748692773788876800,4551,1464
982,748575535303884801,6524,2197
983,748568946752774144,2338,737
984,748346686624440324,5606,1365
985,748337862848962560,8253,4544
986,748324050481647620,3984,844
987,748307329658011649,3944,788
988,748220828303695873,15166,8581
989,747963614829678593,6234,2375
990,747933425676525569,7116,2807
991,747885874273214464,3165,1093
992,747844099428986880,3013,822
993,747816857231626240,5215,1283
994,747651430853525504,1481,173
995,747648653817413632,13836,6428
996,747600769478692864,2492,601
997,747594051852075008,3954,1162
998,747512671126323200,5962,1742
999,747461612269887489,4147,1139
1000,747439450712596480,5834,2125
1001,747242308580548608,0,3169
1002,747219827526344708,5660,1737
1003,747204161125646336,3627,1007
1004,747103485104099331,10284,4405
1005,746906459439529985,3088,328
1006,746872823977771008,6422,2362
1007,746818907684614144,5673,1890
1008,746790600704425984,5215,1752
1009,746757706116112384,10251,4273
1010,746726898085036033,6478,1966
1011,746542875601690625,5397,2052
1012,746521445350707200,0,1080
1013,746507379341139972,4967,1185
1014,746369468511756288,6477,1808
1015,746131877086527488,7383,2417
1016,746056683365994496,3797,904
1017,745789745784041472,4329,1170
1018,745712589599014916,7471,2548
1019,745433870967832576,7610,2789
1020,745422732645535745,9186,2683
1021,745314880350101504,7670,3049
1022,745074613265149952,8380,3862
1023,745057283344719872,7750,2508
1024,744995568523612160,3196,692
1025,744971049620602880,8421,2954
1026,744709971296780288,5985,1703
1027,744334592493166593,7231,2351
1028,744234799360020481,127991,77175
1029,744223424764059648,1819,409
1030,743980027717509120,4438,1196
1031,743895849529389061,3901,1050
1032,743835915802583040,0,2297
1033,743609206067040256,4795,1509
1034,743595368194129920,19744,7204
1035,743545585370791937,3765,1029
1036,743510151680958465,8454,4052
1037,743253157753532416,4517,1328
1038,743222593470234624,6622,2091
1039,743210557239623680,4101,1498
1040,742534281772302336,7541,3884
1041,742528092657332225,4747,2178
1042,742465774154047488,7752,4244
1043,742423170473463808,10533,4169
1044,742385895052087300,7265,2173
1045,742161199639494656,4633,1508
1046,742150209887731712,5501,1710
1047,741793263812808706,4859,1653
1048,741743634094141440,8732,3025
1049,741438259667034112,3921,915
1050,741303864243200000,9378,3538
1051,741099773336379392,10719,6054
1052,741067306818797568,10075,3389
1053,740995100998766593,6844,3026
1054,740711788199743490,3641,1022
1055,740699697422163968,3027,852
1056,740676976021798912,19377,7461
1057,740373189193256964,37094,14584
1058,740365076218183684,2649,479
1059,740359016048689152,3517,936
1060,740214038584557568,7143,2153
1061,739979191639244800,21310,6488
1062,739932936087216128,4327,1179
1063,739844404073074688,4039,932
1064,739623569819336705,4068,1495
1065,739606147276148736,5743,1809
1066,739544079319588864,42487,23472
1067,739485634323156992,7694,3218
1068,739238157791694849,73171,50755
1069,738891149612572673,115,6
1070,738885046782832640,4020,1244
1071,738883359779196928,3565,888
1072,738537504001953792,5433,1710
1073,738402415918125056,3496,932
1074,738184450748633089,4611,1322
1075,738166403467907072,9388,3734
1076,738156290900254721,2703,721
1077,737826014890496000,5623,1932
1078,737800304142471168,10661,3782
1079,737678689543020544,5385,1464
1080,737445876994609152,11016,4874
1081,737322739594330112,3850,881
1082,737310737551491075,15658,8089
1083,736736130620620800,4608,1900
1084,736392552031657984,18942,8137
1085,736365877722001409,4265,1363
1086,736225175608430592,8678,3017
1087,736010884653420544,8436,3246
1088,735991953473572864,3838,1255
1089,735648611367784448,4286,1196
1090,735635087207878657,6607,2584
1091,735274964362878976,13866,5545
1092,735256018284875776,3581,965
1093,735137028879360001,3338,1054
1094,734912297295085568,2916,561
1095,734787690684657664,13392,6874
1096,734776360183431168,2669,587
1097,734559631394082816,1597,431
1098,733828123016450049,3831,849
1099,733822306246479872,3913,1102
1100,733482008106668032,3352,1036
1101,733460102733135873,4482,1401
1102,733109485275860992,45294,17297
1103,732732193018155009,2597,583
1104,732726085725589504,3758,962
1105,732585889486888962,3928,843
1106,732375214819057664,8606,2743
1107,732005617171337216,15906,5954
1108,731285275100512256,3714,1073
1109,731156023742988288,4088,1389
1110,730924654643314689,6520,2162
1111,730573383004487680,5245,2353
1112,730427201120833536,3698,1131
1113,730211855403241472,4076,1148
1114,730196704625098752,5206,2104
1115,729854734790754305,4288,1218
1116,729838605770891264,1814,418
1117,729823566028484608,4245,1348
1118,729463711119904772,6185,2506
1119,729113531270991872,2007,359
1120,728986383096946689,3377,889
1121,728760639972315136,4969,1847
1122,728751179681943552,2976,739
1123,728653952833728512,3532,1138
1124,728409960103686147,5248,2194
1125,728387165835677696,3913,1041
1126,728046963732717569,4583,1278
1127,728035342121635841,4832,1826
1128,728015554473250816,4362,1193
1129,727685679342333952,3122,692
1130,727644517743104000,6283,1907
1131,727524757080539137,4763,1335
1132,727314416056803329,3527,814
1133,727286334147182592,3232,892
1134,727175381690781696,4118,1491
1135,727155742655025152,3871,1441
1136,726935089318363137,7325,2663
1137,726887082820554753,4083,1640
1138,726828223124897792,3778,1097
1139,726224900189511680,4697,1263
1140,725842289046749185,7496,2884
1141,725786712245440512,4425,1480
1142,725729321944506368,5516,1940
1143,725458796924002305,1500,676
1144,724983749226668032,3944,1423
1145,724771698126512129,2516,696
1146,724405726123311104,5642,1794
1147,724049859469295616,4605,1921
1148,724046343203856385,2832,606
1149,724004602748780546,4452,1727
1150,723912936180330496,4129,1330
1151,723688335806480385,8207,3240
1152,723673163800948736,3215,970
1153,723179728551723008,5636,2046
1154,722974582966214656,4375,1711
1155,722613351520608256,5269,1784
1156,721503162398597120,4960,2046
1157,721001180231503872,2684,665
1158,720785406564900865,3316,841
1159,720775346191278080,2635,742
1160,720415127506415616,4386,1621
1161,720389942216527872,6820,2745
1162,720340705894408192,3052,1058
1163,720059472081784833,4138,1231
1164,720043174954147842,5208,2180
1165,719991154352222208,5139,1909
1166,719704490224398336,4859,1582
1167,719551379208073216,5383,2109
1168,719367763014393856,2969,801
1169,719339463458033665,4684,1356
1170,719332531645071360,3624,1038
1171,718971898235854848,3705,1198
1172,718939241951195136,5570,1915
1173,718631497683582976,20143,8812
1174,718613305783398402,2601,525
1175,718540630683709445,2649,1097
1176,718460005985447936,2874,577
1177,718454725339934721,5185,1635
1178,718246886998687744,2050,545
1179,718234618122661888,4112,1086
1180,717841801130979328,2603,648
1181,717790033953034240,3079,1225
1182,717537687239008257,6127,2002
1183,717428917016076293,1702,495
1184,717421804990701568,3355,919
1185,717047459982213120,6656,2071
1186,717009362452090881,3477,1065
1187,716802964044845056,4537,1273
1188,716791146589110272,5873,1512
1189,716730379797970944,1306,460
1190,716447146686459905,13953,6405
1191,716439118184652801,2509,238
1192,716285507865542656,2956,1185
1193,716080869887381504,5195,1894
1194,715928423106027520,3398,954
1195,715758151270801409,3969,1548
1196,715733265223708672,4966,1843
1197,715704790270025728,2979,613
1198,715696743237730304,4155,1405
1199,715680795826982913,4600,1765
1200,715360349751484417,5812,1710
1201,715342466308784130,3212,743
1202,715220193576927233,2566,712
1203,715200624753819648,5450,2050
1204,715009755312439296,4431,1344
1205,714982300363173890,3994,1124
1206,714962719905021952,7827,4650
1207,714957620017307648,4396,1545
1208,714631576617938945,3476,1088
1209,714606013974974464,3845,1013
1210,714485234495041536,2885,1266
1211,714258258790387713,3199,778
1212,714251586676113411,3474,915
1213,714214115368108032,2412,953
1214,714141408463036416,4568,1522
1215,713919462244790272,3483,847
1216,713909862279876608,2032,596
1217,713900603437621249,3001,810
1218,713761197720473600,5186,1493
1219,713411074226274305,4695,1403
1220,713177543487135744,7657,3089
1221,713175907180089344,4752,1577
1222,712809025985978368,19799,7329
1223,712717840512598017,13163,5443
1224,712668654853337088,4426,1324
1225,712438159032893441,5661,1701
1226,712309440758808576,260,25
1227,712097430750289920,4038,1130
1228,712092745624633345,3130,979
1229,712085617388212225,3442,529
1230,712065007010385924,2411,682
1231,711998809858043904,0,137
1232,711968124745228288,8570,2519
1233,711743778164514816,3019,1073
1234,711732680602345472,9483,4497
1235,711694788429553666,34951,19874
1236,711652651650457602,4120,998
1237,711363825979756544,3886,1239
1238,711306686208872448,3520,795
1239,711008018775851008,3190,683
1240,710997087345876993,4844,1512
1241,710844581445812225,2710,748
1242,710833117892898816,2866,586
1243,710658690886586372,2457,615
1244,710609963652087808,5107,2557
1245,710588934686908417,4857,2047
1246,710296729921429505,2521,800
1247,710283270106132480,2266,561
1248,710272297844797440,4818,1376
1249,710269109699739648,2558,1224
1250,710153181850935296,3094,972
1251,710140971284037632,2950,976
1252,710117014656950272,5853,2168
1253,709918798883774466,3174,1167
1254,709901256215666688,715,108
1255,709852847387627521,3730,1298
1256,709566166965075968,3761,1317
1257,709556954897764353,3494,1161
1258,709519240576036864,1582,262
1259,709449600415961088,2366,645
1260,709409458133323776,2792,759
1261,709225125749587968,2546,627
1262,709207347839836162,13427,6359
1263,709198395643068416,2565,697
1264,709179584944730112,2143,735
1265,709158332880297985,2181,453
1266,709042156699303936,5074,1791
1267,708853462201716736,1908,715
1268,708845821941387268,3163,977
1269,708834316713893888,1814,549
1270,708810915978854401,17592,7589
1271,708738143638450176,2920,886
1272,708711088997666817,2721,794
1273,708479650088034305,2714,739
1274,708469915515297792,3278,893
1275,708400866336894977,17057,11012
1276,708356463048204288,3844,1466
1277,708349470027751425,2507,804
1278,708149363256774660,4551,1682
1279,708130923141795840,3608,915
1280,708119489313951744,2861,1066
1281,708109389455101952,2061,588
1282,708026248782585858,4649,2098
1283,707995814724026368,3311,1221
1284,707983188426153984,51,2
1285,707969809498152960,2870,1055
1286,707776935007539200,3497,1031
1287,707741517457260545,2647,664
1288,707738799544082433,4364,2694
1289,707693576495472641,3651,1092
1290,707629649552134146,2754,957
1291,707610948723478529,18083,7002
1292,707420581654872064,2433,758
1293,707411934438625280,2423,652
1294,707387676719185920,3740,1424
1295,707377100785885184,3507,1175
1296,707315916783140866,2630,701
1297,707297311098011648,2939,873
1298,707059547140169728,2745,740
1299,707038192327901184,2346,873
1300,707021089608753152,4332,1497
1301,707014260413456384,2453,648
1302,706904523814649856,15548,8549
1303,706901761596989440,2212,658
1304,706681918348251136,3541,1056
1305,706644897839910912,2746,1193
1306,706593038911545345,2300,687
1307,706538006853918722,3691,1538
1308,706516534877929472,3306,1126
1309,706346369204748288,3675,1001
1310,706310011488698368,22878,8727
1311,706291001778950144,1812,511
1312,706265994973601792,2905,1000
1313,706169069255446529,4175,2429
1314,706166467411222528,5493,1760
1315,706153300320784384,1594,420
1316,705975130514706432,3308,805
1317,705970349788291072,3356,972
1318,705898680587526145,2533,618
1319,705786532653883392,2080,578
1320,705591895322394625,3384,1260
1321,705475953783398401,3160,1006
1322,705442520700944385,4756,1799
1323,705428427625635840,4076,1854
1324,705239209544720384,3200,818
1325,705223444686888960,2758,879
1326,705102439679201280,2295,563
1327,705066031337840642,2321,660
1328,704871453724954624,4549,1216
1329,704859558691414016,2404,598
1330,704847917308362754,5454,1679
1331,704819833553219584,2828,1099
1332,704761120771465216,7094,3169
1333,704499785726889984,3140,1089
1334,704491224099647488,815,92
1335,704480331685040129,3630,1155
1336,704364645503647744,8591,3879
1337,704347321748819968,1691,386
1338,704134088924532736,1617,509
1339,704113298707505153,1986,615
1340,704054845121142784,3121,1000
1341,703774238772166656,1969,509
1342,703769065844768768,3517,1239
1343,703631701117943808,2777,751
1344,703611486317502464,4127,1660
1345,703425003149250560,4062,1508
1346,703407252292673536,2632,761
1347,703382836347330562,3746,1248
1348,703356393781329922,2033,422
1349,703268521220972544,2108,607
1350,703079050210877440,7886,3377
1351,703041949650034688,28216,13712
1352,702932127499816960,2770,790
1353,702899151802126337,1728,491
1354,702684942141153280,3429,1176
1355,702671118226825216,2340,612
1356,702598099714314240,11055,3584
1357,702539513671897089,3069,1050
1358,702332542343577600,3418,1695
1359,702321140488925184,3508,1129
1360,702276748847800320,2645,833
1361,702217446468493312,5135,1462
1362,701981390485725185,3678,1078
1363,701952816642965504,4073,1111
1364,701889187134500865,3806,1505
1365,701805642395348998,3665,1846
1366,701601587219795968,2231,502
1367,701570477911896070,3005,1021
1368,701545186879471618,2828,663
1369,701214700881756160,13078,5602
1370,700890391244103680,2369,628
1371,700864154249383937,2772,667
1372,700847567345688576,2599,544
1373,700796979434098688,2599,1045
1374,700747788515020802,24430,10254
1375,700518061187723268,2814,873
1376,700505138482569216,2435,624
1377,700462010979500032,4430,1969
1378,700167517596164096,2834,813
1379,700151421916807169,2393,724
1380,700143752053182464,8057,3013
1381,700062718104104960,2820,756
1382,700029284593901568,2207,634
1383,700002074055016451,3534,1468
1384,699801817392291840,3249,1053
1385,699788877217865730,2401,543
1386,699779630832685056,2960,1349
1387,699775878809702401,2094,664
1388,699691744225525762,10956,5010
1389,699446877801091073,6339,2852
1390,699434518667751424,2319,557
1391,699423671849451520,1464,362
1392,699413908797464576,2199,675
1393,699370870310113280,2005,478
1394,699323444782047232,3373,945
1395,699088579889332224,2385,687
1396,699079609774645248,2609,715
1397,699072405256409088,3198,1291
1398,699060279947165696,4034,1983
1399,699036661657767936,2790,1301
1400,698989035503689728,3614,1078
1401,698953797952008193,2891,982
1402,698907974262222848,2715,679
1403,698710712454139905,2643,751
1404,698703483621523456,1553,413
1405,698635131305795584,1372,373
1406,698549713696649216,2474,677
1407,698355670425473025,1998,492
1408,698342080612007937,2426,1040
1409,698262614669991936,5074,2194
1410,698195409219559425,17939,6529
1411,698178924120031232,3002,802
1412,697995514407682048,1628,363
1413,697990423684476929,3511,1410
1414,697943111201378304,2564,754
1415,697881462549430272,3227,1295
1416,697630435728322560,1863,589
1417,697616773278015490,3363,1100
1418,697596423848730625,3237,1375
1419,697575480820686848,2178,551
1420,697516214579523584,2218,1238
1421,697482927769255936,2590,740
1422,697463031882764288,3650,1507
1423,697270446429966336,4989,2029
1424,697259378236399616,3514,1086
1425,697255105972801536,3226,1269
1426,697242256848379904,2692,731
1427,696900204696625153,3413,1120
1428,696894894812565505,2509,738
1429,696886256886657024,5171,1957
1430,696877980375769088,2609,779
1431,696754882863349760,1575,388
1432,696744641916489729,2223,1030
1433,696713835009417216,2539,711
1434,696518437233913856,4165,1848
1435,696490539101908992,1307,162
1436,696488710901260288,2717,1131
1437,696405997980676096,3431,1243
1438,696100768806522880,2068,724
1439,695816827381944320,3204,1279
1440,695794761660297217,3402,851
1441,695767669421768709,2002,817
1442,695629776980148225,4886,2303
1443,695446424020918272,4653,1977
1444,695409464418041856,9208,3899
1445,695314793360662529,3896,1608
1446,695095422348574720,2814,673
1447,695074328191332352,3034,1206
1448,695064344191721472,1715,655
1449,695051054296211456,2844,860
1450,694925794720792577,2884,1003
1451,694905863685980160,2958,1023
1452,694669722378485760,38105,15790
1453,694356675654983680,1610,316
1454,694352839993344000,2175,678
1455,694342028726001664,1685,531
1456,694329668942569472,2144,545
1457,694206574471057408,4473,2228
1458,694183373896572928,3143,1014
1459,694001791655137281,3619,1131
1460,693993230313091072,2000,442
1461,693942351086120961,1846,404
1462,693647888581312512,2877,648
1463,693644216740769793,1432,142
1464,693642232151285760,2717,454
1465,693629975228977152,2617,875
1466,693622659251335168,1645,404
1467,693590843962331137,5419,2146
1468,693582294167244802,1758,279
1469,693486665285931008,1895,684
1470,693280720173801472,3591,1360
1471,693267061318012928,2546,899
1472,693262851218264065,2384,549
1473,693231807727280129,3059,800
1474,693155686491000832,8438,3503
1475,693109034023534592,1832,671
1476,693095443459342336,1999,505
1477,692919143163629568,2854,813
1478,692905862751522816,2600,961
1479,692901601640583168,1912,661
1480,692894228850999298,2436,883
1481,692828166163931137,3071,962
1482,692752401762250755,7307,3970
1483,692568918515392513,4643,1679
1484,692535307825213440,3414,1483
1485,692530551048294401,1974,456
1486,692423280028966913,1576,253
1487,692417313023332352,10010,3800
1488,692187005137076224,2698,898
1489,692158366030913536,2302,872
1490,692142790915014657,1753,429
1491,692041934689402880,3636,1391
1492,692017291282812928,3059,1048
1493,691820333922455552,4217,1802
1494,691793053716221953,8685,4596
1495,691756958957883396,3086,1121
1496,691675652215414786,2073,558
1497,691483041324204033,2532,624
1498,691459709405118465,4337,1252
1499,691444869282295808,2834,931
1500,691416866452082688,20688,8360
1501,691321916024623104,2760,721
1502,691096613310316544,3167,977
1503,691090071332753408,1820,371
1504,690989312272396288,6326,3147
1505,690959652130045952,3814,1377
1506,690938899477221376,4422,2182
1507,690932576555528194,3514,1116
1508,690735892932222976,4035,1401
1509,690728923253055490,2318,569
1510,690690673629138944,2485,865
1511,690649993829576704,1396,307
1512,690607260360429569,308,19
1513,690597161306841088,2096,657
1514,690400367696297985,1995,493
1515,690374419777196032,3473,945
1516,690360449368465409,2841,974
1517,690348396616552449,1603,558
1518,690248561355657216,1801,453
1519,690021994562220032,2986,1132
1520,690015576308211712,2679,807
1521,690005060500217858,3906,1850
1522,689999384604450816,1524,411
1523,689993469801164801,1567,502
1524,689977555533848577,1454,487
1525,689905486972461056,2591,759
1526,689877686181715968,3225,1301
1527,689835978131935233,2313,822
1528,689661964914655233,3418,1012
1529,689659372465688576,11111,4263
1530,689623661272240129,2393,715
1531,689599056876867584,12443,6046
1532,689557536375177216,2198,507
1533,689517482558820352,3621,1566
1534,689289219123089408,2407,1012
1535,689283819090870273,3515,1208
1536,689280876073582592,2135,788
1537,689275259254616065,1237,268
1538,689255633275777024,2735,1177
1539,689154315265683456,3266,1100
1540,689143371370250240,2172,566
1541,688916208532455424,2920,955
1542,688908934925697024,2262,846
1543,688898160958271489,2245,862
1544,688894073864884227,2384,768
1545,688828561667567616,1471,405
1546,688804835492233216,1023,215
1547,688789766343622656,2363,728
1548,688547210804498433,2784,770
1549,688519176466644993,2465,798
1550,688385280030670848,9948,4870
1551,688211956440801280,2377,916
1552,688179443353796608,2261,645
1553,688116655151435777,3014,858
1554,688064179421470721,1832,393
1555,687841446767013888,5859,2776
1556,687826841265172480,2920,1247
1557,687818504314159109,2682,1044
1558,687807801670897665,2555,765
1559,687732144991551489,1882,720
1560,687704180304273409,2609,926
1561,687664829264453632,2076,563
1562,687494652870668288,2050,629
1563,687480748861947905,1710,272
1564,687476254459715584,2115,591
1565,687460506001633280,2182,592
1566,687399393394311168,2029,686
1567,687317306314240000,21512,10044
1568,687312378585812992,4650,2086
1569,687127927494963200,5840,2512
1570,687124485711986689,2316,557
1571,687109925361856513,6200,2708
1572,687102708889812993,2498,1089
1573,687096057537363968,2397,669
1574,686947101016735744,9206,3477
1575,686760001961103360,3759,1506
1576,686749460672679938,3715,1602
1577,686730991906516992,4444,1311
1578,686683045143953408,3002,882
1579,686618349602762752,3929,1490
1580,686606069955735556,2017,592
1581,686394059078897668,1881,750
1582,686386521809772549,3475,971
1583,686377065986265092,2368,618
1584,686358356425093120,2349,750
1585,686286779679375361,4276,1828
1586,686050296934563840,2360,809
1587,686035780142297088,1238,133
1588,686034024800862208,3332,1283
1589,686007916130873345,2637,459
1590,686003207160610816,1944,702
1591,685973236358713344,2260,588
1592,685943807276412928,1754,672
1593,685906723014619143,8057,3192
1594,685681090388975616,2167,138
1595,685667379192414208,2498,631
1596,685663452032069632,3470,1603
1597,685641971164143616,3130,851
1598,685547936038666240,35277,17183
1599,685532292383666176,3256,1265
1600,685325112850124800,10153,4386
1601,685321586178670592,2831,710
1602,685315239903100929,3575,1182
1603,685307451701334016,2210,482
1604,685268753634967552,3323,1329
1605,685198997565345792,2486,735
1606,685169283572338688,4376,1564
1607,684969860808454144,2453,421
1608,684959798585110529,7129,3428
1609,684940049151070208,3443,1149
1610,684926975086034944,3749,519
1611,684914660081053696,3737,1604
1612,684902183876321280,2005,585
1613,684880619965411328,2246,907
1614,684830982659280897,37565,23663
